Archivo,Texto
11640,usda extend farm oper plan deadlin agricultur depart extend april date agricultur stabil conserv counti offic determin elig individu entiti payment farm program jerom sitter director asc cotton grain rice price support divis decis meant farmer april file farm oper plan indic person involv farm oper earlier year usda extend deadlin april march sitter asca administr milton hertz statement extens heavi workload counti asc offic hertz asc counti offici make larg number elig determin individu entiti corpor partnership prepar impos cap offic heavi workload due larg number applic farm program conserv reserv program hertz
11643,harvard industri lt hava announc stock split harvard industri board approv stock split form special stock dividend outstand common stock special dividend payabl stockhold record april split effect addit share common share held compani
11644,overland express lt year loss shr loss dlr loss dlr net loss mln loss mln rev mln mln note includ loss mln dlr restructur note loss includ mln dlr restructur cost dispos properti loss includ aircraft
11645,usda accept bid bonu wheat algeria agricultur depart accept bid export bonu cover sale durum wheat algeria usda gener sale manag melvin sim commod credit corp accept bid cam usa sale tonn durum wheat sim bonu dlr tonn shipment schedul june addit tonn durum wheat algeria export enhanc program
11649,artra group lt ata qtr oper loss oper shr loss dlr loss dlr oper net loss loss rev mln mln avg shr year oper shr profit ct loss dlr oper net profit loss rev mln mln avg shr note exclud loss mln dlr loss mln dlr qtr gain dlr loss mln dlr year discontinu oper exclud loss mln dlr current qtr revers tax loss carryforward includ gain mln dlr current year purchas envirodyn industri share charg mln dlr current qtr research develop cost period includ oper scientif acquir nov interest rosecraft june lawrenc jewelri corp oct period includ interest koch feb
11655,ccc credit mexico switch wheat usda commod credit corpor ccc switch mln dlr credit guarante mexico cover purchas wheat agricultur depart credit guarante previous earmark sale dri edibl bean rice action reduc guarante line previous author dri edibl bean mln dlr mln dlr rice mln increas coverag wheat sale mln mln dlr
11657,lt ald complet unit sale complet previous announc sale linotyp group commerzbank ag west germani purchas price disclos eschborn west linotyp sale mln dlr compani
11658,offici see evid export growth beryl sprinkel chairman white hous council econom advis see grow incomplet evid export volum final strengthen remark prepar speech today lo angel sprinkel declin dollar larg restor cost competit world market appear signal end trade imbal confid improv trade perform contribut significantli growth
11660,citibank rais base rate pct pct citibank rais base rate pct pct
11661,gaf lt gaf plan offer accept gaf corp chairman samuel heyman told reuter forese major lt bor gaf offer acquir success great respect mangag heyman speech american institut chemic engin annual meet mind earlier today gaf announc present board director compani week gaf purchas addit share compani dlr increas stake pct gaf made unsuccess effort acquir union carbid corp billion dlr express interest acquir chemic compani complement chemic busi ask gaf sell asset takeov offer accept heyman declin comment refus gaf increas dollar takeov offer initi propos reject heyman emphas consid gaf offer friendli made fair offer good manag good sharehold heyman speech heyman fear chemic compani attempt special high margin nich product turn back core commod chemic busi heyman chemic industri total billion dlr writeoff past year trim balanc sheet predict chemic industri report total billion dlr profit pct gain earn year increas export cheaper feedstock cost weaken dlr
11663,transworld liquid lt twt distribut transworld corp liquid trust expect make initi distribut beneficiari valu dlr unit proce sale hilton intern distribut assum yesterday close price ual common stock dlr share earlier ual announc complet purchas hilton intern mln dlr cash mln share ual common stock total sale mln dlr transworld pursuant sale ual exercis option substitut cash mln dlr debentur share common stock transworld liquid unit benefici interest trust alloc share ual common stock aggreg distribut mln dlr balanc cash trust held trust april satisfi ouststand liabil oblig trust satisfact liabil oblig trust make distribut beneficiari remain cash april trade benefici interest list york stock exchang ceas today order receiv distribut beneficiari surrend certif repres benefici interest trust form year end facilit sale hilton intern
11664,mobil america corp lt mame year end dec shr dlr dlr net rev mln
11665,senat pass hous bill senat pass year extens feder hous program includ billion dlr lower incom hous assist year vote total bill estim billion dlr bill perman extend author feder hous author mortgag insurnc bill extend urban develop grant program nation flood insur act rural hous program hous program bill hous
11666,intern dairi queen lt indqa qtr net end februari shr ct ct net rev mln mln avg share note compani full intern dairi queen
11667,de tomaso industri lt dtom year net shr dlr dlr net rev mln mln note translat italian lire dollar equival exchang rate prevail dec
11668,coleman see ct shr qtr charg heat exchang replac program coleman see ct shr qtr charg heat exchang replac program
1167,ford canada cut annual dividend dlr dlr cash share ford canada cut annual dividend dlr dlr cash share
11671,credit ecuador switch veg oil commod credit corpor ccc switch mln dlr credit guarante ecuador provid sale veget oil agricultur depart credit guarante previous earmark sale cotton feedgrain wheat action reduc guarante line previous author sale cotton mln dlr dlr feedgrain mln mln wheat mln dlr mln dlr increas coverag veget oil sale mln mln dlr depart
